"timeStamp","posterID","name","postID","subjectText","commentText","filename"
"08/07/18(Tue)10:04:36","No ID","Anonymous","102123234","No Subject Text Provided","<a href=""#p102123108"" class=""quotelink"">&gt;&gt;102123108</a><br>Yes<br>50% chance of surviving either snap, .5 * .5 is .25, 25% chance of surviving in total","No File Posted"
"08/07/18(Tue)10:24:53","No ID","Anonymous","102123797","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:26:29","No ID","Anonymous","102123853","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:26:42","No ID","Anonymous","102123861","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps<br>I don&#039;t want to be spared","No File Posted"
"08/07/18(Tue)10:29:22","No ID","Anonymous","102123928","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you daddy snaps","No File Posted"
"08/07/18(Tue)10:31:41","No ID","Anonymous","102123979","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:34:02","No ID","Anonymous","102124050","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","danthemanwiththeplan - 1533652442202.png"
"08/07/18(Tue)10:37:26","No ID","Anonymous","102124148","No Subject Text Provided","show me the webm.","No File Posted"
"08/07/18(Tue)10:37:42","No ID","Anonymous","102124155","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you, Daddy Snaps.","No File Posted"
"08/07/18(Tue)10:38:27","No ID","Anonymous","102124173","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>i aint scared","No File Posted"
"08/07/18(Tue)10:38:47","No ID","Anonymous","102124185","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:39:39","No ID","Anonymous","102124209","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>thank you daddy snaps","No File Posted"
"08/07/18(Tue)10:40:33","No ID","Anonymous","102124233","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Whoever gets 0 kills Thanos.","1526003530674 - 1533652833825.jpg"
"08/07/18(Tue)10:40:54","No ID","Anonymous","102124245","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>i dont even want to live.","No File Posted"
"08/07/18(Tue)10:41:47","No ID","Anonymous","102124276","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:43:08","No ID","Anonymous","102124320","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thanos daddy spanks","No File Posted"
"08/07/18(Tue)10:43:15","No ID","Anonymous","102124323","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank You Daddy Snaps","No File Posted"
"08/07/18(Tue)10:43:58","No ID","Anonymous","102124345","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)10:44:05","No ID","Anonymous","102124348","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you daddy snaps","No File Posted"
"08/07/18(Tue)10:46:23","No ID","Anonymous","102124411","No Subject Text Provided","<a href=""#p102124345"" class=""quotelink"">&gt;&gt;102124345</a><br>Mr. Anonymous, I don&#039;t feel so good...","No File Posted"
"08/07/18(Tue)10:46:37","No ID","Anonymous","102124422","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Will you let me dieee oh daddy snapedy","tyler - 1533653197113.jpg"
"08/07/18(Tue)10:47:34","No ID","Anonymous","102124443","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you daddy snaps","No File Posted"
"08/07/18(Tue)10:49:33","No ID","Anonymous","102124494","No Subject Text Provided","Stark.","bigbaldboy - 1533653373653.png"
"08/07/18(Tue)10:57:46","No ID","Anonymous","102124749","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you daddy snaps","No File Posted"
"08/07/18(Tue)11:00:36","No ID","Anonymous","102124821","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps.<br><br>I hope I get erased.","No File Posted"
"08/07/18(Tue)11:01:44","No ID","Anonymous","102124854","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:02:27","No ID","Anonymous","102124873","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:03:19","No ID","Anonymous","102124899","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>What more could I lose?","No File Posted"
"08/07/18(Tue)11:03:20","No ID","Anonymous","102124900","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Fuck you","No File Posted"
"08/07/18(Tue)11:03:39","No ID","Anonymous","102124910","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:04:33","No ID","Anonymous","102124934","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:05:35","No ID","Anonymous","102124969","No Subject Text Provided","<a href=""#p102121020"" class=""quotelink"">&gt;&gt;102121020</a><br>HOW CAN HE SNAP? HOW CAN HE SNAP?<br><br>YOU BAAASTARD","No File Posted"
"08/07/18(Tue)11:06:36","No ID","Anonymous","102124994","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Please live","No File Posted"
"08/07/18(Tue)11:07:48","No ID","Anonymous","102125021","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>I THINK DADDY SNAPS SUCKS","1533434458278 - 1533654468892.jpg"
"08/07/18(Tue)11:10:11","No ID","Anonymous","102125076","No Subject Text Provided","<a href=""#p102125021"" class=""quotelink"">&gt;&gt;102125021</a><br>This forced meme is trash and so are you for posting it fucking everywhere.","No File Posted"
"08/07/18(Tue)11:13:06","No ID","Anonymous","102125155","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:14:22","No ID","Anonymous","102125196","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>*snaps*","No File Posted"
"08/07/18(Tue)11:15:57","No ID","Anonymous","102125239","No Subject Text Provided","<a href=""#p102125076"" class=""quotelink"">&gt;&gt;102125076</a><br>forced memes are great<br>creativity is passe, the internet respects effort now","No File Posted"
